Notebook,Vessel,Temperature,Location,Substrate SMILES,Substrate Conc (M),Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Reductant,Reductant SMILES,Reductant Conc (M),Solvent1,Analytical Method,number,Output Value
AO-07,1536,50,34:Q,CC1=NN(C2=C1C(=CC(=N2)C3=CC=CC=C3)C(=O)NC4=CN=CC=C4)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,802,43.235
AO-07,1536,50,35:Q,CN(C1=CC=CC=C1F)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3CC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,803,42.579
AO-07,1536,50,36:Q,C1CN(CCC1C(=O)C2=CC=CC=C2)CCC(=O)NC(C3=CC=CC=C3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,804,43.373
AO-07,1536,50,37:Q,CN(C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)Cl)Cl)S(=O)(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,805,37.194
AO-07,1536,50,38:Q,CC1=CC(=O)C(=NN1C2=CC=CC=C2)C(=O)NCCC3=CC=CC=N3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,806,26.721
AO-07,1536,50,39:Q,COCCOC(=O)C1=CN(N=C1C2=CC=CS2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,807,47.743
AO-07,1536,50,40:Q,CC(C)CNC(=O)C1=CN(N=C1C2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,808,92.078
AO-07,1536,50,41:Q,COCCCNC(=O)CC1=NC(=NN1)C2=CC=NC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,809,38.034
AO-07,1536,50,42:Q,CC1=NOC2=C1C(=CC(=N2)C3=CC=CC=C3F)C(=O)NC4=CC=C(C=C4)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,810,20.778
AO-07,1536,50,43:Q,CC(C)N1C2=C(C=N1)C(=CC(=N2)C3CC3)C(=O)NC4=CC=CC=C4Br,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,811,10.267
AO-07,1536,50,44:Q,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)COC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,812,90.731
AO-07,1536,50,45:Q,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,813,38.349
AO-07,1536,50,46:Q,C1=CC=C(C=C1)C(=O)NCC2=NOC(=C2)C3=CC4=CC=CC=C4O3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,814,15.178
AO-07,1536,50,47:Q,C1CC1NC(=O)C2=C(N=C(S2)C3=CC=CO3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,815,89.201
AO-07,1536,50,48:Q,C1OC2=C(O1)C=C(C=C2)CNC(=O)COC3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,816,13.67
AO-07,1536,50,1:R,CC1=C(C=C(C=C1)C2=NN(C=C2C(=O)OCCO)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,817,97.588
AO-07,1536,50,2:R,CC1=CC(=C(C=C1)O)C(=O)NCC2=CC=CC=C2CN(C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,818,45.956
AO-07,1536,50,3:R,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CN=CC=C3)C(=O)NC4=CNN=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,819,26.99
AO-07,1536,50,4:R,CC1=NOC2=C1C(=CC(=N2)C3=CC=CC=C3C(F)(F)F)C(=O)NC4=C(N=CC=C4)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,820,29.349
AO-07,1536,50,5:R,CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N(C)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,821,7.418
AO-07,1536,50,6:R,C1CC1N2CC3(CCC2=O)CCN(CC3)C(=O)NCC4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,822,35.171
AO-07,1536,50,7:R,CCN1C(=NN=C1SCC2=NC(=NC(=N2)N(C)C)N)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,823,0
AO-07,1536,50,8:R,CCC1=CC2=C(C=C1OC)OC=C(C2=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,824,15.977
AO-07,1536,50,9:R,C1=CC=C2C(=C1)C(=O)N(N=N2)CC(=O)C3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,825,88.533
AO-07,1536,50,10:R,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CN=CC=C3)C(=O)NCC(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,826,18.998
AO-07,1536,50,11:R,CN(C)C(=O)C1=CC(=NN1C2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,827,25.368
AO-07,1536,50,12:R,CN(C1=NC2=CC=CC=C2S1)C(=O)C3=CC=CC=C3S(=O)(=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,828,19.868
AO-07,1536,50,13:R,C1=CC=C(C=C1)N2C(=NN=N2)SC3=NC=NC4=CC=CC=C43,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,829,24.543
AO-07,1536,50,14:R,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,830,31.426
AO-07,1536,50,15:R,CN(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)OC)S(=O)(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,831,7.787
AO-07,1536,50,16:R,CC1=CC=CC=C1OCCSC2=NC=C(C(=N2)N)C#N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,832,67.593
AO-07,1536,50,17:R,C1OC2=C(O1)C=C(C=C2)OCC(=O)NC3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,833,96.579
AO-07,1536,50,18:R,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3=CC4=C(C=C3)NC(=O)C(CO4)(C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,834,28.879
AO-07,1536,50,19:R,CC(C)NC(=O)C1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,835,10.794
AO-07,1536,50,20:R,C1CN(CCN1CCOC2=CC3=CC=CC=C3C=C2)C4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,836,40.806
AO-07,1536,50,21:R,CN1C2=CC=CC=C2C3=C1N=C(N=N3)SCC(=O)NC4=CC=CC=C4C(=O)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,837,29.513
AO-07,1536,50,22:R,CC1=CC=C(O1)C2=NN(C=C2C(=O)NC3CC3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,838,15.073
AO-07,1536,50,23:R,C1CCC(CC1)NC(=O)COC2=C(C=C(C=C2)Cl)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,839,31.6
AO-07,1536,50,24:R,C1CC1(C2=CC=CC=C2)NC(=O)C3=COC(=N3)COC4=CC5=C(C=C4)OCO5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,840,88.861
AO-07,1536,50,25:R,CC1=C(C=C(C=C1)C2=NN(C=C2C(=O)OCCO)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,841,92.641
AO-07,1536,50,26:R,CC1=CC(=C(C=C1)O)C(=O)NCC2=CC=CC=C2CN(C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,842,85.291
AO-07,1536,50,27:R,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CN=CC=C3)C(=O)NC4=CNN=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,843,52.518
AO-07,1536,50,28:R,CC1=NOC2=C1C(=CC(=N2)C3=CC=CC=C3C(F)(F)F)C(=O)NC4=C(N=CC=C4)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,844,50.805
AO-07,1536,50,29:R,CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N(C)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,845,0
AO-07,1536,50,30:R,C1CC1N2CC3(CCC2=O)CCN(CC3)C(=O)NCC4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,846,35.976
AO-07,1536,50,31:R,CCN1C(=NN=C1SCC2=NC(=NC(=N2)N(C)C)N)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,847,28.365
AO-07,1536,50,32:R,CCC1=CC2=C(C=C1OC)OC=C(C2=O)C3=CC=CC=C3Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,848,25.415
AO-07,1536,50,33:R,C1=CC=C2C(=C1)C(=O)N(N=N2)CC(=O)C3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,849,91.66
AO-07,1536,50,34:R,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CN=CC=C3)C(=O)NCC(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,850,8.417
AO-07,1536,50,35:R,CN(C)C(=O)C1=CC(=NN1C2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,851,42.782
AO-07,1536,50,36:R,CN(C1=NC2=CC=CC=C2S1)C(=O)C3=CC=CC=C3S(=O)(=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,852,47.978
AO-07,1536,50,37:R,C1=CC=C(C=C1)N2C(=NN=N2)SC3=NC=NC4=CC=CC=C43,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,853,51.354
AO-07,1536,50,38:R,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,854,9.783
AO-07,1536,50,39:R,CN(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)OC)S(=O)(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,855,16.752
AO-07,1536,50,40:R,CC1=CC=CC=C1OCCSC2=NC=C(C(=N2)N)C#N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,856,89.945
AO-07,1536,50,41:R,C1OC2=C(O1)C=C(C=C2)OCC(=O)NC3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,857,88.655
AO-07,1536,50,42:R,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3=CC4=C(C=C3)NC(=O)C(CO4)(C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,858,20.969
AO-07,1536,50,43:R,CC(C)NC(=O)C1=CN(N=C1C2=CN=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,859,8.058
AO-07,1536,50,44:R,C1CN(CCN1CCOC2=CC3=CC=CC=C3C=C2)C4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,860,44.5
AO-07,1536,50,45:R,CN1C2=CC=CC=C2C3=C1N=C(N=N3)SCC(=O)NC4=CC=CC=C4C(=O)OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,861,17.874
AO-07,1536,50,46:R,CC1=CC=C(O1)C2=NN(C=C2C(=O)NC3CC3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,862,50.061
AO-07,1536,50,47:R,C1CCC(CC1)NC(=O)COC2=C(C=C(C=C2)Cl)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,863,62.749
AO-07,1536,50,48:R,C1CC1(C2=CC=CC=C2)NC(=O)C3=COC(=N3)COC4=CC5=C(C=C4)OCO5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,864,93.911
AO-07,1536,50,1:S,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)CCCCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,865,38.929
AO-07,1536,50,2:S,C1=CC=C(C=C1)CC2=NOC(=N2)C3=CN=C(C=C3)C4=CN=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,866,12.51
AO-07,1536,50,3:S,COC1=CC=CC=C1C2=NN=C(C=C2)N3CCC(CC3)C(=O)O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,867,34.389
AO-07,1536,50,4:S,CC1=CC=CC=C1C(=O)N2CCC(CC2)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,868,26.038
AO-07,1536,50,5:S,O=C(C1=CN=C2C=CC=CN2C1=O)NCC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,869,0
AO-07,1536,50,6:S,CC1=CC=CC=C1OCC(=O)N2C(=O)C3=C(C2=O)C(=CC=C3)N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,870,22.083
AO-07,1536,50,7:S,CC1=C(C=CC(=N1)C2=CC=CC=C2)C(=O)N3CCC(CC3)C(=O)N4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,871,10.845
AO-07,1536,50,8:S,C1CCC(CC1)C(=O)NCC2=CN=C(C=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,872,20.972
AO-07,1536,50,9:S,CCOC1=NC(=NC(=C1)N2CCN(CC2)C(=O)NC3=CC=CC=C3F)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,873,88.173
AO-07,1536,50,10:S,CC1=CC=CC=C1C2=NN=C(C=C2)N3CCN(CC3)C(=O)CC4=CC=C(C=C4)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,874,4.474
AO-07,1536,50,11:S,CCOC1=NC(=NC(=C1)N2CCN(CC2)C(=O)NC3=CC=CC=C3Cl)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,875,20.211
